Incident ID,Offence Code,CR Number,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Place,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Police District Number
201118903,2303,17005577,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Retail - Department/Discount Store,20900,,FREDERICK,,RD,2/1/2017 10:24,,5D
201118904,9106,17005576,1,Other,All Other Offenses,MENTAL ILLNESS,SILVER SPRING,600 BLK  DALE DR,SILVER SPRING,MD,20910,Residence - Single Family,600,,DALE,,DR,2/1/2017 10:38,,3D
201118905,2399,17005584,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,300 BLK  WHITE ASH PL,GAITHERSBURG,MD,20878,Residence - Single Family,300,,WHITE ASH,,PL,2/1/2017 11:48,,6D
201118906,2305,17005586,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,19000 BLK  CAPEHART DR,MONTGOMERY VILLAGE,MD,20886,Parking Lot - Residential,19000,,CAPEHART,,DR,12/31/2016 11:30,2/1/2017 11:00,6D
201118907,2499,17005567,1,Crime Against Property,Motor Vehicle Theft,STOLEN VEHICLE (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,19300 BLK  SANDY LAKE DR,GAITHERSBURG,MD,20886,Parking Lot - Residential,19300,,SANDY LAKE,,DR,1/31/2017 15:00,1/31/2017 23:00,6D
201118908,2204,17005583,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-RESIDENTIAL,GERMANTOWN,19500 BLK  WATERS RD,GERMANTOWN,MD,20874,Residence - Apartment/Condo,19500,,WATERS,,RD,2/1/2017 5:30,2/1/2017 11:00,5D
201118909,2902,17004522,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,1500 BLK  STATESIDE DR,SILVER SPRING,MD,20904,Residence - Driveway,1500,,STATESIDE,,DR,1/25/2017 5:00,1/26/2017 10:37,3D
201118910,2305,17005590,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,10100 BLK  DALLAS AVE,SILVER SPRING,MD,20901,Street - Residential,10100,,DALLAS,,AVE,1/30/2017 17:30,1/31/2017 9:30,3D
201118911,3562,17005556,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,ROCKVILLE,14500 BLK  AVERY RD,ROCKVILLE,MD,20853,School/College - DO NOT USE,14500,,AVERY,,RD,2/1/2017 8:37,,1D
201118912,2902,17005219,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,18500 BLK  CHERRY LAUREL LA,GAITHERSBURG,MD,,Parking Lot - Residential,18500,,CHERRY LAUREL,,LA,1/30/2017 1:00,1/30/2017 8:00,6D
201118913,5707,17005581,1,Crime Against Society,Trespass of Real Property,TRESPASSING,GERMANTOWN,19000 BLK  MARKSBURG CT,BOYDS,MD,20874,Residence -Townhouse/Duplex,19000,,MARKSBURG,,CT,1/30/2017 0:01,2/1/2017 10:30,5D
201118914,5309,17005568,1,Crime Against Society,All Other Offenses,PUBLIC PEACE - HARASSING COMMUNICATION,WHEATON,14500 BLK  HOMECREST RD,SILVER SPRING,MD,20906,Residence - Single Family,14500,,HOMECREST,,RD,2/1/2017 9:38,2/1/2017 10:00,4D
201118915,2605,17005596,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,MONTGOMERY VILLAGE,200 BLK N FREDERICK AVE,GAITHERSBURG,MD,20877,Other/Unknown,200,N,FREDERICK,,AVE,12/14/2016 12:00,1/30/2017 17:30,6D
201118916,2305,17004951,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,1  BLK  BATTERY BEND CT,MONTGOMERY VILLAGE,MD,20886,Parking Lot - Residential,1,,BATTERY BEND,,CT,1/27/2017 22:00,1/28/2017 9:00,6D
201118917,2609,17005595,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD AND ABUSE - COMPUTER,GERMANTOWN,13700 BLK  PALMETTO CIR,GERMANTOWN,MD,20874,Other/Unknown,13700,,PALMETTO,,CIR,2/1/2017 9:00,2/1/2017 11:00,5D
201118918,9199,17005598,1,Other,All Other Offenses,POLICE INFORMATION,ROCKVILLE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,Government Building,100,,EDISON PARK,,DR,1/25/2017 0:00,,1D
201118919,3562,17005425,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,BETHESDA,7900 BLK  MAC ARTHUR BLV,CABIN JOHN,MD,20854,Residence - Single Family,7900,,MAC ARTHUR,,BLV,1/31/2017 14:31,,2D
201118921,2404,17005580,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,BETHESDA,11800 BLK  OLD GEORGETOWN RD,ROCKVILLE,MD,20850,Residence - Apartment/Condo,11800,,OLD GEORGETOWN,,RD,1/31/2017 12:00,1/31/2017 8:30,2D
201118922,9003,17004080,1,Crime Against Person,Sexual Assault With An Object,SEX ASSAULT - WITH AN OBJECT,WHEATON,2600 BLK  CORY TER,SILVER SPRING,MD,20902,Residence - Single Family,2600,,CORY,,TER,1/24/2017 7:42,1/24/2017 0:00,4D
201118922,1103,17004080,1,Crime Against Person,Forcible Rape,RAPE - STRONG-ARM,WHEATON,2600 BLK  CORY TER,SILVER SPRING,MD,20902,Residence - Single Family,2600,,CORY,,TER,1/24/2017 7:42,1/24/2017 0:00,4D
201118923,5404,16043582,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,1  BLK  S270-370 RMP,GAITHERSBURG,MD,,Street - In vehicle,1,,S270-370,,RMP,8/27/2016 1:42,,6D
201118924,2305,17005565,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,11200 BLK  OAK LEAF DR,SILVER SPRING,MD,20904,Street - In vehicle,11200,,OAK LEAF,,DR,2/1/2017 8:50,2/1/2017 9:08,3D
201118925,3550,17005601,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118925,3560,17005601,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - SELL,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118925,3562,17005601,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118925,3530,17005601,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - SELL,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118925,5503,17005601,1,Crime Against Society,All Other Offenses,HEALTH - DRUGS - HEALTH OR SAFETY,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118925,3532,17005601,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - POSSESS,CITY OF TAKOMA PARK,7700 BLK  MAPLE AVE,TAKOMA PARK,MD,20912,Residence - Apartment/Condo,7700,,MAPLE,,AVE,2/1/2017 11:45,,8D
201118926,2902,17005159,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,1  BLK  HUTTON ST,GAITHERSBURG,MD,20877,Residence - Driveway,1,,HUTTON,,ST,1/29/2017 20:00,1/30/2017 6:30,6D
201118926,2305,17005159,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,1  BLK  HUTTON ST,GAITHERSBURG,MD,20877,Residence - Single Family,1,,HUTTON,,ST,1/29/2017 20:00,1/30/2017 6:30,6D
201118927,2604,17005606,1,Crime Against Property,Impersonation,FRAUD - IMPERSONATION,BETHESDA,5800 BLK  HILLBURNE WAY,CHEVY CHASE,MD,20815,Other/Unknown,5800,,HILLBURNE,,WAY,1/29/2017 0:00,1/31/2017 23:59,2D
201118928,2604,17005607,1,Crime Against Property,Impersonation,FRAUD - IMPERSONATION,MONTGOMERY VILLAGE,300 BLK  RIDGE RD,GAITHERSBURG,MD,20880,Other/Unknown,300,,RIDGE,,RD,1/30/2017 16:00,,6D
201118929,2305,17005605,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,7100 BLK  DEMOCRACY BLV,BETHESDA,MD,20817,Parking Garage - Commercial,7100,,DEMOCRACY,,BLV,2/1/2017 10:45,2/1/2017 12:00,2D
201118930,2308,17005587,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,14300 BLK  GEORGIA AVE,SILVER SPRING,MD,20906,Residence - Single Family,14300,,GEORGIA,,AVE,2/1/2017 10:46,,4D
201118931,2303,17005611,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,3900 BLK  ASPEN HILL RD,SILVER SPRING,MD,20906,Retail - Department/Discount Store,3900,,ASPEN HILL,,RD,1/10/2017 13:45,1/10/2017 14:27,4D
201118932,2305,17005613,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,4500 BLK  ROSEDALE AVE,BETHESDA,MD,20814,Residence - Driveway,4500,,ROSEDALE,,AVE,1/30/2017 17:00,1/31/2017 7:00,2D
201118933,9199,17005570,1,Other,All Other Offenses,POLICE INFORMATION,SILVER SPRING,8000 BLK  EASTERN AVE,,MD,20910,Residence - Apartment/Condo,8000,,EASTERN,,AVE,2/1/2017 9:30,2/1/2017 9:40,3D
201118934,2901,17005593,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,SILVER SPRING,8400 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,Retail - Other,8400,,GEORGIA,,AVE,2/1/2017 12:00,2/1/2017 12:10,3D
201118935,9101,17005610,1,Other,All Other Offenses,SUDDEN DEATH,MONTGOMERY VILLAGE,18500 BLK  MOUNTAIN LAUREL TER,GAITHERSBURG,MD,20879,Residence - Single Family,18500,,MOUNTAIN LAUREL,,TER,2/1/2017 14:04,,6D
201118936,3504,17005429,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - HALLUCINOGEN - POSSESS,WHEATON,12500 BLK  HEURICH RD,SILVER SPRING,MD,20902,Street - In vehicle,12500,,HEURICH,,RD,1/31/2017 15:26,,4D
201118937,2305,17005614,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,19000 BLK  CAPEHART DR,MONTGOMERY VILLAGE,MD,20904,Street - Residential,19000,,CAPEHART,,DR,1/30/2017 18:30,2/1/2017 12:00,6D
201118938,2604,17005762,1,Crime Against Property,Impersonation,FRAUD - IMPERSONATION,SILVER SPRING,1200 BLK  EAST WEST HWY,SILVER SPRING,MD,20901,Other/Unknown,1200,,EAST WEST,,HWY,2/1/2017 14:12,,3D
201118939,9199,17005608,1,Other,All Other Offenses,POLICE INFORMATION,ROCKVILLE,100 BLK N STONESTREET AVE,ROCKVILLE,MD,20850,Commercial - Industrial park,100,N,STONESTREET,,AVE,2/1/2017 13:29,2/1/2017 14:00,1D
201118939,3562,17005608,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,ROCKVILLE,100 BLK N STONESTREET AVE,ROCKVILLE,MD,20850,Commercial - Industrial park,100,N,STONESTREET,,AVE,2/1/2017 13:29,2/1/2017 14:00,1D
201118940,2305,17005463,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,ROCKVILLE,100 BLK  MONUMENT ST,ROCKVILLE,MD,20850,Street - Residential,100,,MONUMENT,,ST,1/26/2017 18:30,1/31/2017 10:00,1D
201118941,3550,17005510,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,SILVER SPRING,200 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,Street - In vehicle,200,,UNIVERSITY,E,BLV,1/31/2017 22:57,1/31/2017 22:57,3D
201118941,3562,17005510,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,200 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,Street - In vehicle,200,,UNIVERSITY,E,BLV,1/31/2017 22:57,1/31/2017 22:57,3D
201118942,2605,17005617,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,SILVER SPRING,2300 BLK  STARCREST DR,SILVER SPRING,MD,20904,Other/Unknown,2300,,STARCREST,,DR,2/1/2017 14:46,,3D
201118943,2601,17005413,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - CONFIDENCE GAME,WHEATON,1  BLK  SMITH VILLAGE CT,SILVER SPRING,MD,20904,Residence - Single Family,1,,SMITH VILLAGE,,CT,1/16/2017 12:47,1/23/2017 13:00,4D
201118944,2308,17005619,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20832,Other/Unknown,20900,,FREDERICK,,RD,2/1/2017 14:55,,5D
201118945,9199,17005624,1,Other,All Other Offenses,POLICE INFORMATION,MONTGOMERY VILLAGE,9900 BLK  BLACKWELL RD,ROCKVILLE,MD,20850,Jail/Prison,9900,,BLACKWELL,,RD,2/1/2017 15:28,,6D
201118946,1206,17005627,1,Crime Against Property,Robbery,ROBBERY - STREET-STRONG-ARM,MONTGOMERY VILLAGE,9400 BLK  SPARROW VALLEY DR,MONTGOMERY VILLAGE,MD,20886,Street - Residential,9400,,SPARROW VALLEY,,DR,2/1/2017 16:00,,6D
201118947,9109,17004576,1,Other,All Other Offenses,RECOVERED PROPERTY - OTHER,ROCKVILLE,1500 BLK E JEFFERSON ST,ROCKVILLE,MD,20850,Parking Lot - Other,1500,E,JEFFERSON,,ST,1/26/2017 14:59,,1D
201118948,2305,17005467,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,11200 BLK  LOCKWOOD DR,SILVER SPRING,MD,20904,Parking Lot - Residential,11200,,LOCKWOOD,,DR,1/30/2017 14:00,1/31/2017 6:00,3D
201118949,3562,17005498,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,ROCKVILLE,15100 BLK  FREDERICK RD,ROCKVILLE,MD,20850,Street - In vehicle,15100,,FREDERICK,,RD,1/31/2017 22:04,,1D
201118950,2501,17005622,1,Crime Against Property,Counterfeiting/Forgery,FORGERY OF CHECKS,ROCKVILLE,7400 BLK  WESTMORE RD,ROCKVILLE,MD,20850,Bank - ATM,7400,,WESTMORE,,RD,1/30/2017 10:00,1/30/2017 15:23,1D
201118951,1399,17003266,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,11200 BLK  OAK LEAF DR,SILVER SPRING,MD,20904,Residence - Apartment/Condo,11200,,OAK LEAF,,DR,12/11/2016 21:15,,3D
201118952,2699,17005631,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),WHEATON,13100 BLK  CABINWOOD DR,SILVER SPRING,MD,20904,Other/Unknown,13100,,CABINWOOD,,DR,1/26/2017 16:11,,4D
201118953,4104,17005630,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,WHEATON,15500 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,Street - Bus Stop,15500,,NEW HAMPSHIRE,,AVE,2/1/2017 16:31,,4D
201118954,2305,17005632,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,11200 BLK  ASHLEY DR,ROCKVILLE,MD,20852,Street - Residential,11200,,ASHLEY,,DR,1/9/2017 19:00,1/10/2017 7:00,2D
201118955,2305,17004570,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,ROCKVILLE,1500 BLK E JEFFERSON ST,ROCKVILLE,MD,20850,Other/Unknown,1500,E,JEFFERSON,,ST,1/26/2017 14:59,,1D
201118956,2902,17005640,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,9800 BLK  WASHINGTONIAN BLV,GAITHERSBURG,MD,20820,Parking Garage - Commercial,9800,,WASHINGTONIAN,,BLV,2/1/2017 17:22,,6D
201118957,2305,17005647,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,ROCKVILLE,1  BLK  MARYLAND AVE,ROCKVILLE,MD,20850,Other/Unknown,1,,MARYLAND,,AVE,1/1/2017 12:00,1/31/2017 12:00,1D
201118958,9061,17005641,1,Crime Against Society,All Other Offenses,FUGITIVE FROM MD JURISDICTION,WHEATON,400 BLK  VIERLING DR,SILVER SPRING,MD,20904,Street - Residential,400,,VIERLING,,DR,2/1/2017 17:06,2/1/2017 17:06,4D
201118960,1112,17005604,2,Crime Against Person,Forcible Sodomy,SEX ASSAULT - SODOMY-BOY-STRONG-ARM,MONTGOMERY VILLAGE,10000 BLK  STEDWICK RD,MONTGOMERY VILLAGE,MD,20886,Residence - Apartment/Condo,10000,,STEDWICK,,RD,9/1/2016 12:00,12/1/2016 12:00,6D
201118960,3601,17005604,2,Crime Against Person,Forcible Fondling,SEX OFFENSE - AGAINST CHILD-FONDLING,MONTGOMERY VILLAGE,10000 BLK  STEDWICK RD,MONTGOMERY VILLAGE,MD,20886,Residence - Apartment/Condo,10000,,STEDWICK,,RD,9/1/2016 12:00,12/1/2016 12:00,6D
201118962,2305,17005618,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,2400 BLK  NEES LA,SILVER SPRING,MD,20905,Residence - Driveway,2400,,NEES,,LA,2/1/2017 15:00,2/1/2017 15:15,3D
201118963,2399,17005658,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),GERMANTOWN,13000 BLK  MIDDLEBROOK RD,GERMANTOWN,MD,20874,Parking Lot - Commercial,13000,,MIDDLEBROOK,,RD,2/1/2017 18:00,,5D
201118964,2399,17005638,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),WHEATON,13900 BLK  GEORGIA AVE,SILVER SPRING,MD,20906,Bank - ATM,13900,,GEORGIA,,AVE,2/1/2017 10:00,2/1/2017 11:00,4D
201118965,2699,17004992,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),ROCKVILLE,12600 BLK  TRIBUNAL LA,POTOMAC,MD,20854,Other/Unknown,12600,,TRIBUNAL,,LA,1/27/2017 10:00,1/27/2017 13:30,1D
201118966,2304,17005660,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,WHEATON,1  BLK  MOONLIGHT TRAIL CT,SILVER SPRING,MD,20906,Other/Unknown,1,,MOONLIGHT TRAIL,,CT,2/1/2017 12:00,,4D
201118967,2411,17005659,1,Crime Against Society,All Other Offenses,UNAUTHORIZED USE OF VEHICLE (INCLUDES JOY RIDING),MONTGOMERY VILLAGE,9600 BLK  BRASSIE WAY,MONTGOMERY VILLAGE,MD,20886,Street - Residential,9600,,BRASSIE,,WAY,1/29/2017 12:00,2/1/2017 18:12,6D
201118968,2399,17005635,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,7600 BLK  AIRPARK RD,GAITHERSBURG,MD,20879,Parking Lot - Commercial,7600,,AIRPARK,,RD,1/31/2017 20:00,2/1/2017 7:00,6D
201118968,2305,17005635,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,7600 BLK  AIRPARK RD,GAITHERSBURG,MD,20879,Parking Lot - Commercial,7600,,AIRPARK,,RD,1/31/2017 20:00,2/1/2017 7:00,6D
201118969,2202,17005667,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,GERMANTOWN,20200 BLK  SWEET MEADOW LA,GAITHERSBURG,MD,20882,Residence - Single Family,20200,,SWEET MEADOW,,LA,2/1/2017 5:07,2/1/2017 18:30,5D
201118970,5309,17005536,1,Crime Against Society,All Other Offenses,PUBLIC PEACE - HARASSING COMMUNICATION,SILVER SPRING,8700 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,Residence - Apt Ofc/Storage,8700,,GEORGIA,,AVE,2/1/2017 5:22,,3D
201118971,2902,17005620,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,10000 BLK  FIELDS RD,GAITHERSBURG,MD,20878,Parking Lot - Commercial,10000,,FIELDS,,RD,2/1/2017 14:25,2/1/2017 14:50,6D
201118971,2305,17005620,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,10000 BLK  FIELDS RD,GAITHERSBURG,MD,20878,Parking Lot - Commercial,10000,,FIELDS,,RD,2/1/2017 14:25,2/1/2017 14:50,6D
201118972,9105,17005677,1,Other,All Other Offenses,LOST PROPERTY,WHEATON,12800 BLK  PARKLAND DR,ROCKVILLE,MD,20853,Gas Station,12800,,PARKLAND,,DR,2/1/2017 19:53,,4D
201118974,5404,17005525,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,15400 BLK  GEORGIA AVE,ROCKVILLE,MD,20853,Street - In vehicle,15400,,GEORGIA,,AVE,2/1/2017 1:39,2/1/2017 2:35,4D
201118975,1115,17005661,1,Crime Against Person,Forcible Sodomy,SEX ASSAULT - SODOMY-WOMAN-STRONG-ARM,BETHESDA,8100 BLK  WISCONSIN AVE,BETHESDA,MD,20814,Hotel/Motel/Etc.,8100,,WISCONSIN,,AVE,1/30/2017 17:00,,2D
201118976,1305,17005662,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - NON-FAMILY-OTHER WEAPON,MONTGOMERY VILLAGE,9800 BLK  LOST KNIFE RD,GAITHERSBURG,MD,20886,Street - Other,9800,,LOST KNIFE,,RD,2/1/2017 18:30,2/1/2017 18:53,6D
201118977,9106,17005644,1,Other,All Other Offenses,MENTAL ILLNESS,MONTGOMERY VILLAGE,18200 BLK  WILLOW CREEK WAY,MONTGOMERY VILLAGE,MD,20886,Residence - Apartment/Condo,18200,,WILLOW CREEK,,WAY,2/1/2017 17:39,,6D
201118978,2399,17005670,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),GERMANTOWN,22900 BLK  SPICEBUSH DR,CLARKSBURG,MD,20871,Residence -Townhouse/Duplex,22900,,SPICEBUSH,,DR,2/1/2017 19:38,,5D
201118979,5404,17005491,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,14300 BLK  GEORGIA AVE,SILVER SPRING,MD,20906,Street - In vehicle,14300,,GEORGIA,,AVE,1/31/2017 19:59,,4D
201118980,3562,17005642,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,13800 BLK  LAYHILL RD,SILVER SPRING,MD,20904,Street - In vehicle,13800,,LAYHILL,,RD,2/1/2017 17:44,2/1/2017 18:00,4D
201118981,1399,17005676,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,ROCKVILLE,5100 BLK  CROSSFIELD CT,ROCKVILLE,MD,20850,Residence - Apt Ofc/Storage,5100,,CROSSFIELD,,CT,2/1/2017 20:27,,1D
201118982,2605,17005674,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,BETHESDA,11000 BLK  LUXMANOR RD,ROCKVILLE,MD,20904,Bank - ATM,11000,,LUXMANOR,,RD,2/1/2017 20:24,,2D
201118983,2305,17005681,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,8700 BLK  BARRON ST,SILVER SPRING,MD,20912,Parking Lot - Residential,8700,,BARRON,,ST,1/31/2017 18:00,2/1/2017 19:00,3D
201118984,3550,17005530,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,MONTGOMERY VILLAGE,11700 BLK  CLOPPER RD,GAITHERSBURG,MD,20878,Parking Lot - Church,11700,,CLOPPER,,RD,2/1/2017 3:03,,6D
201118984,3532,17005530,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - POSSESS,MONTGOMERY VILLAGE,11700 BLK  CLOPPER RD,GAITHERSBURG,MD,20878,Parking Lot - Church,11700,,CLOPPER,,RD,2/1/2017 3:03,,6D
201118985,5403,17005531,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE DRUGS,MONTGOMERY VILLAGE,10900 BLK  N270 X10 TO X11 HWY,GAITHERSBURG,MD,20879,Street - In vehicle,10900,,N270 X10 TO X11,,HWY,2/1/2017 3:11,,6D
201118986,2902,17005678,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,ROCKVILLE,16100 BLK  CRABBS BRANCH WAY,DERWOOD,MD,20855,Residence - Apartment/Condo,16100,,CRABBS BRANCH,,WAY,2/1/2017 21:00,,1D
201118986,2399,17005678,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),ROCKVILLE,16100 BLK  CRABBS BRANCH WAY,DERWOOD,MD,20855,Residence - Apartment/Condo,16100,,CRABBS BRANCH,,WAY,2/1/2017 21:00,,1D
201118987,5311,17005507,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,WHEATON,11200 BLK  GRANDVIEW AVE,SILVER SPRING,MD,20902,Parking Lot - Commercial,11200,,GRANDVIEW,,AVE,1/31/2017 23:13,,4D
201118988,9107,17005669,1,Other,All Other Offenses,MISSING PERSON,BETHESDA,2900 BLK  WILTON AVE,SILVER SPRING,MD,20910,Residence - Single Family,2900,,WILTON,,AVE,2/1/2017 19:22,,2D
201118989,9199,17005511,1,Other,All Other Offenses,POLICE INFORMATION,MONTGOMERY VILLAGE,10000 BLK  RIDGELINE DR,MONTGOMERY VILLAGE,MD,20886,Residence -Townhouse/Duplex,10000,,RIDGELINE,,DR,1/31/2017 17:45,,6D
201118990,3562,17005679,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,12400 BLK  GEORGIA AVE,SILVER SPRING,MD,20906,Street - In vehicle,12400,,GEORGIA,,AVE,2/1/2017 21:27,2/1/2017 21:40,4D
201118991,2302,17005684,1,Crime Against Property,Purse-snatching,LARCENY - PURSE SNATCHING - NO FORCE,MONTGOMERY VILLAGE,8500 BLK  HAWK RUN TER,MONTGOMERY VILLAGE,MD,20886,Parking Lot - Residential,8500,,HAWK RUN,,TER,2/1/2017 22:02,,6D
