Incident ID,Offence Code,CR Number,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Place,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Police District Number
201176977,2305,180010101,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,5800 BLK  KIRKSIDE DR,CHEVY CHASE,MD,20815,Street - Residential,5800,,KIRKSIDE,,DR,2/27/2018 11:41,,2D
201176978,2610,180009426,1,Crime Against Property,Identity Theft,IDENTITY THEFT,WHEATON,5000 BLK  ASPEN HILL RD,ROCKVILLE,MD,20853,Residence - Single Family,5000,,ASPEN HILL,,RD,2/22/2018 1:00,,4D
201176979,1313,180006678,1,Crime Against Person,Simple Assault,ASSAULT - SIMPLE,WHEATON,300 BLK  NORWOOD RD,SILVER SPRING,MD,20905,School/College - DO NOT USE,300,,NORWOOD,,RD,11/3/2017 17:00,,4D
201176980,2303,180009416,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,Retail - Mall,11100,,VEIRS MILL,,RD,2/23/2018 12:43,2/23/2018 13:22,4D
201176981,2308,180009883,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,8800 BLK  MONARD DR,SILVER SPRING,MD,20910,Commercial - Industrial park,8800,,MONARD,,DR,2/16/2018 14:00,2/19/2018 17:00,2D
201176983,3562,180010109,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,11000 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,Street - In vehicle,11000,,VEIRS MILL,,RD,2/27/2018 11:54,,4D
201176984,9108,180010102,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,ROCKVILLE,1  BLK  MARYLAND AVE,ROCKVILLE,MD,20850,Library,1,,MARYLAND,,AVE,2/27/2018 10:49,,1D
201176985,9199,180010119,1,Other,All Other Offenses,POLICE INFORMATION,ROCKVILLE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,Government Building,100,,EDISON PARK,,DR,2/15/2018 0:00,,1D
201176986,1399,180010012,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,11400 BLK  STEWART LA,SILVER SPRING,MD,20904,Street - Residential,11400,,STEWART,,LA,2/26/2018 21:09,,3D
201176987,9106,180010118,1,Other,All Other Offenses,MENTAL ILLNESS,GERMANTOWN,19100 BLK  GROTTO LA,GERMANTOWN,MD,20874,Residence -Townhouse/Duplex,19100,,GROTTO,,LA,2/27/2018 9:26,,5D
201176988,1399,180010122,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,14100 BLK  OLD COLUMBIA PIK,BURTONSVILLE,MD,20866,School/College - DO NOT USE,14100,,OLD COLUMBIA,,PIK,2/22/2018 19:30,,3D
201176989,3562,180010067,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,BETHESDA,4300 BLK E WEST HWY,BETHESDA,MD,20814,School/College - DO NOT USE,4300,E,WEST,,HWY,2/26/2018 19:35,,2D
201176990,2303,180009430,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,Retail - Mall,11100,,VEIRS MILL,,RD,2/23/2018 13:50,2/23/2018 14:00,4D
201176991,3562,180010123,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,,SILVER SPRING,MD,20901,Street - In vehicle,,,MANCHESTER,,RD,2/27/2018 12:18,2/27/2018 0:00,3D
201176992,2305,180009920,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,20400 BLK  REMSBURY PL,MONTGOMERY VILLAGE,MD,20886,Parking Lot - Residential,20400,,REMSBURY,,PL,2/26/2018 13:46,,6D
201176993,9106,180010029,1,Other,All Other Offenses,MENTAL ILLNESS,BETHESDA,7400 BLK  WISCONSIN AVE,BETHESDA,MD,20814,Residence - Single Family,7400,,WISCONSIN,,AVE,2/26/2018 20:00,2/26/2018 23:30,2D
201176994,2310,180010129,1,Crime Against Property,Theft from Building,LARCENY - FROM MALLS,BETHESDA,7100 BLK  DEMOCRACY BLV,BETHESDA,MD,20817,Retail - Mall,7100,,DEMOCRACY,,BLV,2/26/2018 19:00,2/26/2018 19:00,2D
201176995,2902,180010136,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,1900 BLK  GREY CASTLE WAY,SILVER SPRING,MD,20903,Street - Residential,1900,,GREY CASTLE,,WAY,2/26/2018 21:00,2/27/2018 8:30,3D
201176996,9112,180010116,1,Other,All Other Offenses,MENTAL TRANSPORT - ONLY,BETHESDA,3300 BLK  UNIVERSITY BLV W,KENSINGTON,MD,20895,Residence - Apartment/Condo,3300,,UNIVERSITY,W,BLV,2/27/2018 10:34,,2D
201176998,9113,180010128,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,SILVER SPRING,11100 BLK  COLUMBIA PIK,SILVER SPRING,MD,20901,Street - Other,11100,,COLUMBIA,,PIK,2/27/2018 12:56,,3D
201176999,9108,180010083,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,BETHESDA,5200 BLK  GLENWOOD RD,BETHESDA,MD,20814,Residence - Single Family,5200,,GLENWOOD,,RD,2/27/2018 10:00,2/27/2018 14:00,2D
201177000,3562,180009981,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - Residential,,,MOUNTAIN LAUREL,,LA,2/26/2018 14:20,2/26/2018 18:23,6D
201177000,5202,180009981,1,Crime Against Society,Weapon Law Violations,WEAPON - CONCEALED,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - Residential,,,MOUNTAIN LAUREL,,LA,2/26/2018 14:20,2/26/2018 18:23,6D
201177001,9105,180010106,1,Other,All Other Offenses,LOST PROPERTY,GERMANTOWN,10100 BLK  PEANUT MILL DR,GAITHERSBURG,MD,20882,Other/Unknown,10100,,PEANUT MILL,,DR,2/12/2018 0:00,2/13/2018 23:59,5D
201177002,3562,180010096,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,BETHESDA,6400 BLK  ROCK SPRING DR,BETHESDA,MD,20817,School/College - DO NOT USE,6400,,ROCK SPRING,,DR,2/27/2018 10:54,,2D
201177003,5404,180009524,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,BETHESDA,,BETHESDA,MD,20889,Street - In vehicle,,,ROCKVILLE,,PIK,2/23/2018 23:56,,2D
201177005,2901,180010093,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,CITY OF TAKOMA PARK,7600 BLK  NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,Doctor/Dentist/Vet Office,7600,,NEW HAMPSHIRE,,AVE,2/27/2018 10:51,2/27/2018 10:51,8D
201177006,2404,180010141,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,SILVER SPRING,11400 BLK  STEWART LA,SILVER SPRING,MD,20904,Street - Residential,11400,,STEWART,,LA,2/26/2018 17:00,2/27/2018 8:00,3D
201177007,9108,180010176,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,BETHESDA,1  BLK  BETHESDA METRO CTR,BETHESDA,MD,20814,Hotel/Motel/Etc.,1,,BETHESDA METRO,,CTR,2/26/2018 17:59,,2D
201177009,9199,180009515,1,Other,All Other Offenses,POLICE INFORMATION,CITY OF TAKOMA PARK,,TAKOMA PARK,MD,20912,Street - In vehicle,,,LINCOLN,,AVE,2/23/2018 22:25,2/23/2018 23:59,8D
201177010,2902,180010175,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,8500 BLK  CAMERON ST,SILVER SPRING,MD,20910,Parking Garage - County,8500,,CAMERON,,ST,2/27/2018 14:37,,3D
201177011,2303,180010103,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,8800 BLK  LANIER DR,SILVER SPRING,MD,20910,Retail - Department/Discount Store,8800,,LANIER,,DR,2/27/2018 11:10,,4D
201177012,2303,180010121,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,BETHESDA,10400 BLK  GEORGETOWN RD,BETHESDA,MD,20817,Grocery/Supermarket,10400,,GEORGETOWN,,RD,2/27/2018 11:31,2/27/2018 11:31,2D
201177012,3550,180010121,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,BETHESDA,10400 BLK  GEORGETOWN RD,BETHESDA,MD,20817,Grocery/Supermarket,10400,,GEORGETOWN,,RD,2/27/2018 11:31,2/27/2018 11:31,2D
201177013,3562,180010111,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,900 BLK  UNIVERSITY BLV W,SILVER SPRING,MD,20901,School/College - DO NOT USE,900,,UNIVERSITY,W,BLV,2/27/2018 0:00,,4D
201177014,1399,180010105,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,BETHESDA,9400 BLK  GEORGETOWN RD,BETHESDA,MD,20814,Recreation Center,9400,,GEORGETOWN,,RD,2/26/2018 21:45,2/26/2018 21:50,2D
201177015,3562,180009842,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,ROCKVILLE,15200 BLK  JONES LA,GAITHERSBURG,MD,20878,Street - In vehicle,15200,,JONES,,LA,2/26/2018 8:12,2/26/2018 8:12,1D
201177016,5311,180010019,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,GERMANTOWN,12000 BLK  SNOWDEN FARM PKW,CLARKSBURG,MD,20871,Restaurant,12000,,SNOWDEN FARM,,PKW,2/26/2018 21:04,,5D
201177016,2399,180010019,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),GERMANTOWN,12000 BLK  SNOWDEN FARM PKW,CLARKSBURG,MD,20871,Restaurant,12000,,SNOWDEN FARM,,PKW,2/26/2018 21:04,,5D
201177017,3560,180009495,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - SELL,GERMANTOWN,19500 BLK  SCENERY DR,GERMANTOWN,MD,20876,Street - Other,19500,,SCENERY,,DR,2/23/2018 19:10,,5D
201177018,3562,180009520,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,GERMANTOWN,19500 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Street - In vehicle,19500,,FREDERICK,,RD,2/23/2018 23:51,,5D
201177019,8100,180010186,1,Crime Against Society,All Other Offenses,ESCAPE FROM CUSTODY,MONTGOMERY VILLAGE,9900 BLK  MEDICAL CENTER DR,ROCKVILLE,MD,20850,Hospital/Emergency Care Center,9900,,MEDICAL CENTER,,DR,2/27/2018 15:00,,6D
201177019,2999,180010186,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,9900 BLK  MEDICAL CENTER DR,ROCKVILLE,MD,20850,Hospital/Emergency Care Center,9900,,MEDICAL CENTER,,DR,2/27/2018 15:00,,6D
201177021,2901,180010190,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,SILVER SPRING,10100 BLK  COLESVILLE RD,SILVER SPRING,MD,20901,Restaurant,10100,,COLESVILLE,,RD,2/27/2018 15:59,,3D
201177023,2203,180009929,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,ROCKVILLE,15600 BLK  FREDERICK RD,DERWOOD,MD,20855,Auto Repair,15600,,FREDERICK,,RD,2/25/2018 11:30,2/25/2018 12:00,1D
201177024,2610,180010191,1,Crime Against Property,Identity Theft,IDENTITY THEFT,MONTGOMERY VILLAGE,500 BLK  QUINCE ORCHARD RD,GAITHERSBURG,MD,20878,Retail - Appliances/Electronics,500,,QUINCE ORCHARD,,RD,2/23/2018 14:30,2/23/2018 14:30,6D
201177025,2610,180010200,1,Crime Against Property,Identity Theft,IDENTITY THEFT,ROCKVILLE,1  BLK  CALABASH CT,ROCKVILLE,MD,20850,Residence - Single Family,1,,CALABASH,,CT,2/22/2018 15:25,,1D
201177026,2308,180010199,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,11700 BLK  GEORGETOWN RD,ROCKVILLE,MD,20852,Parking Garage - Commercial,11700,,GEORGETOWN,,RD,2/12/2018 7:20,2/12/2018 7:27,2D
201177027,2399,180009942,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,10200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,Gas Station,10200,,NEW HAMPSHIRE,,AVE,2/26/2018 13:00,2/26/2018 15:20,3D
201177028,2399,180010193,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,12200 BLK  TECH RD,SILVER SPRING,MD,20904,Restaurant,12200,,TECH,,RD,2/27/2018 17:03,,3D
201177029,9199,180010205,1,Other,All Other Offenses,POLICE INFORMATION,GERMANTOWN,20000 BLK  AIRCRAFT DR,GERMANTOWN,MD,20874,Government Building,20000,,AIRCRAFT,,DR,2/27/2018 17:06,,5D
201177030,3522,180010197,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - OPIUM OR DERIVATIVE - POSSESS,MONTGOMERY VILLAGE,9900 BLK  BROOKRIDGE CT,MONTGOMERY VILLAGE,MD,20886,Street - Residential,9900,,BROOKRIDGE,,CT,2/27/2018 17:16,,6D
201177032,2404,180010209,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,MONTGOMERY VILLAGE,18300 BLK  HALLMARK CT,GAITHERSBURG,MD,20879,Parking Lot - Residential,18300,,HALLMARK,,CT,2/26/2018 22:00,2/27/2018 6:00,6D
201177033,2303,180010202,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,GERMANTOWN,22700 BLK  CLARKSBURG RD,BOYDS,MD,20871,Retail - Mall,22700,,CLARKSBURG,,RD,2/27/2018 15:00,,5D
201177036,4199,180010203,1,Crime Against Society,Liquor Law Violations,LIQUOR (DESCRIBE OFFENSE),WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,Parking Garage - Commercial,11100,,VEIRS MILL,,RD,2/27/2018 16:45,,4D
201177037,4104,180010221,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,ROCKVILLE,4800 BLK  BOILING BROOK PKW,ROCKVILLE,MD,20852,Street - In vehicle,4800,,BOILING BROOK,,PKW,2/23/2018 20:52,,1D
201177038,2610,180010212,1,Crime Against Property,Identity Theft,IDENTITY THEFT,BETHESDA,9900 BLK  WILDWOOD RD,KENSINGTON,MD,20895,Other/Unknown,9900,,WILDWOOD,,RD,2/27/2018 16:00,,2D
201177039,9105,180010219,1,Other,All Other Offenses,LOST PROPERTY,GERMANTOWN,13000 BLK  BLACKSMITH DR,CLARKSBURG,MD,20871,Other/Unknown,13000,,BLACKSMITH,,DR,2/21/2018 9:00,,5D
201177040,9105,180010239,1,Other,All Other Offenses,LOST PROPERTY,GERMANTOWN,12600 BLK  WISTERIA DR,GERMANTOWN,MD,20874,Convenience Store,12600,,WISTERIA,,DR,2/27/2018 13:00,,5D
201177041,2999,180010182,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),GERMANTOWN,12100 BLK  SKIP JACK DR,GERMANTOWN,MD,20874,Residence -Townhouse/Duplex,12100,,SKIP JACK,,DR,2/27/2018 15:28,,5D
201177042,2602,180010120,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - SWINDLE,MONTGOMERY VILLAGE,1  BLK  BRASSIE CT,MONTGOMERY VILLAGE,MD,20886,Other/Unknown,1,,BRASSIE,,CT,2/26/2018 18:30,,6D
201177043,2503,180000719,1,Crime Against Property,Counterfeiting/Forgery,COUNTERFEITING,BETHESDA,7100 BLK  DEMOCRACY BLV,BETHESDA,MD,20817,Retail - Mall,7100,,DEMOCRACY,,BLV,11/27/2017 14:38,,2D
201177044,2699,180010244,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),SILVER SPRING,2400 BLK  STARCREST DR,SILVER SPRING,MD,20904,Residence - Single Family,2400,,STARCREST,,DR,2/27/2018 17:00,,3D
201177045,9107,180010243,1,Other,All Other Offenses,MISSING PERSON,GERMANTOWN,15400 BLK  BARNESVILLE RD,BOYDS,MD,20841,Residence - Single Family,15400,,BARNESVILLE,,RD,2/26/2018 8:00,2/26/2018 9:00,5D
201177046,9101,180010250,1,Other,All Other Offenses,SUDDEN DEATH,SILVER SPRING,11800 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,Residence - Single Family,11800,,NEW HAMPSHIRE,,AVE,2/27/2018 18:37,,3D
201177048,2399,180010130,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),GERMANTOWN,13700 BLK  PETREL ST,BOYDS,MD,20871,Residence - Other,13700,,PETREL,,ST,2/26/2018 13:30,2/27/2018 12:00,5D
201177049,9199,180010248,1,Other,All Other Offenses,POLICE INFORMATION,MONTGOMERY VILLAGE,9900 BLK  MEDICAL CENTER DR,ROCKVILLE,MD,20850,Hospital/Emergency Care Center,9900,,MEDICAL CENTER,,DR,2/27/2018 15:00,,6D
201177050,2202,180010194,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,WHEATON,600 BLK  OLNEY SANDY SPRING RD,SANDY SPRING,MD,20860,Residence - Single Family,600,,OLNEY SANDY SPRING,,RD,2/27/2018 9:00,2/27/2018 15:29,4D
201177051,2305,180010179,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,ROCKVILLE,1  BLK  INFIELD CT S,POTOMAC,MD,20854,Residence - Driveway,1,,INFIELD,S,CT,2/26/2018 19:30,2/27/2018 6:30,1D
201177052,3605,180010237,1,Crime Against Society,All Other Offenses,SEX OFFENSE - INDECENT EXPOSURE,SILVER SPRING,,SILVER SPRING,MD,20910,Street - Commercial,,,16TH,,ST,2/27/2018 17:27,,3D
201177053,2304,180010249,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,SILVER SPRING,13000 BLK  OLD COLUMBIA PIK,SILVER SPRING,MD,20904,Residence - Driveway,13000,,OLD COLUMBIA,,PIK,2/24/2018 16:00,2/25/2018 16:00,3D
201177055,5311,180010223,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,SILVER SPRING,11400 BLK  LOCKWOOD DR,SILVER SPRING,MD,20904,Convenience Store,11400,,LOCKWOOD,,DR,2/27/2018 18:00,,3D
201177056,9113,180010247,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,ROCKVILLE,17600 BLK  BURDETTE LA,GERMANTOWN,MD,20874,Residence - Driveway,17600,,BURDETTE,,LA,2/27/2018 18:42,,1D
201177057,2399,180010240,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),ROCKVILLE,15700 BLK  BERRYVILLE RD,GERMANTOWN,MD,20874,Other/Unknown,15700,,BERRYVILLE,,RD,2/25/2018 11:37,2/27/2018 16:50,1D
201177058,9199,180010259,1,Other,All Other Offenses,POLICE INFORMATION,CITY OF TAKOMA PARK,6500 BLK  2ND AVE,TAKOMA PARK,MD,20912,Residence - Single Family,6500,,2ND,,AVE,2/27/2018 18:30,2/27/2018 20:51,8D
201177060,5309,180010253,1,Crime Against Society,All Other Offenses,PUBLIC PEACE - HARASSING COMMUNICATION,WHEATON,12000 BLK  GRANDVIEW AVE,SILVER SPRING,MD,20902,Residence - Single Family,12000,,GRANDVIEW,,AVE,2/27/2018 19:32,,4D
201177061,2304,180010263,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,SILVER SPRING,8800 BLK  READING RD,SILVER SPRING,MD,20901,Parking Lot - Residential,8800,,READING,,RD,2/23/2018 18:00,2/27/2018 16:00,3D
201177062,5499,180010220,1,Other,NOT NIBRS CODE,TRAFFIC OFFENSES (DESCRIBE OFFENSE),GERMANTOWN,20900 BLK  BEALLSVILLE RD,DICKERSON,MD,20842,Street - In vehicle,20900,,BEALLSVILLE,,RD,2/27/2018 17:25,,5D
201177063,2505,180008839,1,Crime Against Property,Counterfeiting/Forgery,COUNTERFEITING - PASS COUNTERFEITED,BETHESDA,7100 BLK  DEMOCRACY BLV,BETHESDA,MD,20817,Retail - Mall,7100,,DEMOCRACY,,BLV,2/27/2018 21:16,,2D
201177064,2602,180010258,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - SWINDLE,MONTGOMERY VILLAGE,1  BLK  CULLINAN CT,GAITHERSBURG,MD,20878,Other/Unknown,1,,CULLINAN,,CT,2/27/2018 17:00,,6D
201177065,9106,180010178,1,Other,All Other Offenses,MENTAL ILLNESS,GERMANTOWN,10600 BLK  BRINK RD,GERMANTOWN,MD,20876,Residence - Single Family,10600,,BRINK,,RD,2/27/2018 14:45,,5D
201177066,2902,180010020,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,3300 BLK  SIR THOMAS DR,SILVER SPRING,MD,20904,Residence - Apartment/Condo,3300,,SIR THOMAS,,DR,2/26/2018 21:00,2/26/2018 21:26,3D
201177067,4104,180010222,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,WHEATON,4300 BLK  RANDOLPH RD,SILVER SPRING,MD,20906,Retail - Department/Discount Store,4300,,RANDOLPH,,RD,2/27/2018 17:44,,4D
201177068,9108,180010269,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,WHEATON,3400 BLK  GLORUS PL,SILVER SPRING,MD,20902,Residence - Single Family,3400,,GLORUS,,PL,2/27/2018 0:00,,4D
201177069,2303,180010002,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877,Retail - Clothing,700,,RUSSELL,,AVE,2/26/2018 19:25,,6D
201177070,9106,180010246,1,Other,All Other Offenses,MENTAL ILLNESS,WHEATON,3800 BLK  CHERRY VALLEY DR,OLNEY,MD,20832,Residence - Single Family,3800,,CHERRY VALLEY,,DR,2/27/2018 17:55,,4D
201177072,1214,180010268,1,Crime Against Property,Robbery,ROBBERY - KNIFE,GERMANTOWN,19900 BLK  AIRCRAFT DR,GERMANTOWN,MD,20874,Street - Bus Stop,19900,,AIRCRAFT,,DR,2/27/2018 18:27,,5D
201177073,2610,180010270,1,Crime Against Property,Identity Theft,IDENTITY THEFT,SILVER SPRING,2500 BLK  HOLMAN AVE,SILVER SPRING,MD,20910,Other/Unknown,2500,,HOLMAN,,AVE,2/27/2018 19:45,,3D
201177074,2610,180010187,1,Crime Against Property,Identity Theft,IDENTITY THEFT,GERMANTOWN,11800 BLK  PEPPERVINE DR,CLARKSBURG,MD,20871,Other/Unknown,11800,,PEPPERVINE,,DR,2/26/2018 17:00,,5D
201177075,9113,180010242,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,MONTGOMERY VILLAGE,19400 BLK  BRASSIE PL,MONTGOMERY VILLAGE,MD,20886,Residence - Apartment/Condo,19400,,BRASSIE,,PL,2/27/2018 17:05,,6D
201177076,2610,180010273,1,Crime Against Property,Identity Theft,IDENTITY THEFT,GERMANTOWN,11000 BLK  CROSS LAUREL DR,GERMANTOWN,MD,20876,Other/Unknown,11000,,CROSS LAUREL,,DR,2/27/2018 20:00,,5D
201177077,2308,180010277,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,Restaurant,11100,,VEIRS MILL,,RD,2/27/2018 20:45,2/27/2018 21:00,4D
201177078,3560,180009463,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - SELL,SILVER SPRING,8000 BLK  13TH ST,SILVER SPRING,MD,20910,Residence - Apartment/Condo,8000,,13TH,,ST,2/23/2018 16:00,,3D
201177078,3550,180009463,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,SILVER SPRING,8000 BLK  13TH ST,SILVER SPRING,MD,20910,Residence - Apartment/Condo,8000,,13TH,,ST,2/23/2018 16:00,,3D
201177079,3562,180010278,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,600 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,Parking Lot - Commercial,600,,UNIVERSITY,E,BLV,2/27/2018 21:38,2/27/2018 21:38,3D
201177080,2305,180010208,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,11500 BLK  KENTON DR,SILVER SPRING,MD,20902,Residence - Driveway,11500,,KENTON,,DR,2/26/2018 19:00,2/27/2018 7:00,4D
201177081,9113,180010271,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,BETHESDA,11500 BLK  MONONGAHELA DR,ROCKVILLE,MD,20852,Residence - Single Family,11500,,MONONGAHELA,,DR,2/27/2018 20:52,,2D
201177082,1209,180010281,1,Crime Against Property,Robbery,ROBBERY - RESIDENTIAL-STRONG-ARM,SILVER SPRING,11200 BLK  OAK LEAF DR,SILVER SPRING,MD,20901,Residence - Apartment/Condo,11200,,OAK LEAF,,DR,2/27/2018 21:31,2/27/2018 22:35,3D
201177083,5404,180010257,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,ROCKVILLE,,DERWOOD,MD,20855,Street - In vehicle,,E,GUDE,,DR,2/27/2018 20:15,,1D
201177084,2308,180009465,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,GERMANTOWN,20100 BLK  CENTURY BLV,GERMANTOWN,MD,20874,Hotel/Motel/Etc.,20100,,CENTURY,,BLV,2/23/2018 17:20,,5D
201177085,5311,180010261,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,ROCKVILLE,300 BLK  HUNGERFORD DR,ROCKVILLE,MD,20850,Street - Commercial,300,,HUNGERFORD,,DR,2/27/2018 20:20,2/27/2018 20:30,1D
201177085,1313,180010261,1,Crime Against Person,Simple Assault,ASSAULT - SIMPLE,ROCKVILLE,300 BLK  HUNGERFORD DR,ROCKVILLE,MD,20850,Street - Commercial,300,,HUNGERFORD,,DR,2/27/2018 20:20,2/27/2018 20:30,1D
201177086,2305,180010256,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,20600 BLK  HIGHLAND HALL DR,MONTGOMERY VILLAGE,MD,20886,Residence - Driveway,20600,,HIGHLAND HALL,,DR,2/26/2018 18:30,2/27/2018 8:30,6D
201177088,2602,180010241,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - SWINDLE,WHEATON,14600 BLK  CARONA DR,SILVER SPRING,MD,20906,Parking Lot - Commercial,14600,,CARONA,,DR,2/27/2018 17:45,,4D
